CustomerID,LastPurchase,FirstPurchase,OrderCount,TotalSpent,AvgOrderValue,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
13375.0,2011-09-12 10:19:00,2011-09-12 10:19:00,37,778.65,21.044594594594592,88,37,778.65,2,3,3,233,8,Potential
13376.0,2011-09-01 16:16:00,2011-04-19 13:03:00,53,1019.76,19.240754716981133,98,53,1019.76,2,3,4,234,9,Potential
13379.0,2011-11-13 13:45:00,2011-07-26 12:26:00,97,572.56,5.902680412371134,25,97,572.56,4,4,3,443,11,Loyal Customers
13381.0,2011-11-08 11:58:00,2011-02-14 10:10:00,172,3639.31,21.15877906976744,31,172,3639.31,4,5,5,455,14,Champions
13382.0,2011-03-04 10:03:00,2011-03-04 10:03:00,15,222.99,14.866,280,15,222.99,1,2,1,121,4,At Risk
13384.0,2011-11-09 11:04:00,2011-06-14 12:47:00,152,4151.93,27.315328947368425,30,152,4151.93,4,5,5,455,14,Champions
13385.0,2011-01-14 09:52:00,2011-01-14 09:52:00,35,534.57,15.273428571428571,329,35,534.57,1,3,3,133,7,Potential
13388.0,2011-07-31 12:52:00,2011-07-31 12:52:00,35,677.1,19.345714285714287,130,35,677.1,2,3,3,233,8,Potential
13389.0,2011-11-28 14:01:00,2011-04-21 12:12:00,51,797.96,15.646274509803922,10,51,797.96,5,3,3,533,11,Loyal Customers
13390.0,2011-09-26 08:38:00,2011-09-26 08:38:00,13,544.08,41.8523076923077,74,13,544.08,2,1,3,213,6,Potential
13391.0,2011-05-20 10:50:00,2011-05-20 10:50:00,1,59.8,59.8,203,1,59.8,1,1,1,111,3,At Risk
13394.0,2011-12-08 11:36:00,2011-02-03 10:39:00,155,2520.02,16.258193548387098,1,155,2520.02,5,5,5,555,15,Champions
13395.0,2011-06-07 15:04:00,2011-06-07 15:04:00,21,307.72,14.653333333333334,184,21,307.72,1,2,2,122,5,At Risk
13396.0,2011-11-10 16:59:00,2011-01-24 13:37:00,43,1360.99,31.65093023255814,28,43,1360.99,4,3,4,434,11,Loyal Customers
13397.0,2011-09-28 10:56:00,2011-01-04 13:50:00,38,1544.13,40.635000000000005,72,38,1544.13,2,3,4,234,9,Potential
13398.0,2011-05-31 13:17:00,2011-05-31 13:17:00,26,457.34,17.59,191,26,457.34,1,2,2,122,5,At Risk
13402.0,2011-08-04 15:51:00,2010-12-02 17:12:00,39,621.23,15.92897435897436,126,39,621.23,2,3,3,233,8,Potential
13403.0,2011-11-22 08:28:00,2011-11-22 08:28:00,3,75.0,25.0,17,3,75.0,4,1,1,411,6,Potential
13404.0,2011-12-08 15:37:00,2011-05-11 11:57:00,11,252.49,22.953636363636363,0,11,252.49,5,1,2,512,8,Potential
13405.0,2011-09-26 17:01:00,2011-01-26 09:27:00,27,572.451,21.201888888888888,73,27,572.451,2,2,3,223,7,Potential
13408.0,2011-12-08 09:05:00,2010-12-01 10:39:00,478,28117.04,58.82225941422595,1,478,28117.04,5,5,5,555,15,Champions
13410.0,2011-11-15 15:33:00,2011-02-21 14:38:00,28,1003.06,35.82357142857143,23,28,1003.06,4,2,4,424,10,Loyal Customers
13411.0,2011-08-24 13:57:00,2011-08-24 13:57:00,18,213.55,11.863888888888887,106,18,213.55,2,2,1,221,5,At Risk
13414.0,2011-07-29 11:45:00,2011-02-16 12:13:00,24,1390.5,57.9375,133,24,1390.5,2,2,4,224,8,Potential
13416.0,2011-10-27 08:56:00,2011-09-19 14:43:00,19,712.5,37.5,43,19,712.5,3,2,3,323,8,Potential
13417.0,2011-12-05 08:49:00,2011-05-18 16:26:00,28,640.83,22.886785714285715,4,28,640.83,5,2,3,523,10,Loyal Customers
13418.0,2011-11-28 10:23:00,2010-12-02 10:45:00,304,6127.43,20.156019736842108,11,304,6127.43,5,5,5,555,15,Champions
13419.0,2011-10-07 12:49:00,2011-10-07 12:49:00,16,221.06,13.81625,63,16,221.06,3,2,1,321,6,Potential
13420.0,2011-07-13 08:48:00,2011-06-22 11:35:00,8,159.85,19.98125,149,8,159.85,2,1,1,211,4,At Risk
13421.0,2011-10-30 14:21:00,2011-02-22 15:46:00,104,1851.08,17.798846153846153,39,104,1851.08,3,4,4,344,11,Loyal Customers
13422.0,2011-10-06 13:42:00,2011-10-06 13:42:00,127,2626.3,20.67952755905512,63,127,2626.3,3,5,5,355,13,Champions
13425.0,2011-08-23 17:13:00,2011-02-18 08:34:00,78,1624.21,20.823205128205128,107,78,1624.21,2,4,4,244,10,Loyal Customers
13426.0,2011-12-09 08:59:00,2010-12-15 12:43:00,157,3641.32,23.193121019108283,0,157,3641.32,5,5,5,555,15,Champions
13427.0,2011-11-20 13:02:00,2011-05-08 15:58:00,29,582.6,20.089655172413792,18,29,582.6,4,2,3,423,9,Potential
13428.0,2011-11-29 14:20:00,2011-11-29 14:20:00,74,218.47,2.952297297297297,9,74,218.47,5,4,1,541,10,Loyal Customers
13429.0,2011-11-29 09:10:00,2011-09-25 15:59:00,67,1006.8,15.02686567164179,10,67,1006.8,5,4,4,544,13,Champions
13430.0,2011-11-21 08:19:00,2011-09-14 14:26:00,49,679.45,13.866326530612248,18,49,679.45,4,3,3,433,10,Loyal Customers
13431.0,2011-10-03 13:49:00,2011-09-12 11:25:00,46,1269.1,27.589130434782607,66,46,1269.1,3,3,4,334,10,Loyal Customers
13434.0,2011-09-26 14:30:00,2011-09-04 10:35:00,10,534.24,53.424,73,10,534.24,2,1,3,213,6,Potential
13435.0,2011-12-04 14:45:00,2011-06-03 17:07:00,101,3809.89,37.72168316831684,4,101,3809.89,5,4,5,545,14,Champions
13436.0,2011-12-08 10:33:00,2011-12-08 10:33:00,12,196.89,16.4075,1,12,196.89,5,1,1,511,7,Potential
13437.0,2011-11-25 14:00:00,2011-06-02 14:30:00,167,3408.06,20.40754491017964,13,167,3408.06,4,5,5,455,14,Champions
13439.0,2011-03-29 14:20:00,2011-03-29 14:20:00,54,283.71,5.253888888888889,254,54,283.71,1,3,2,132,6,Potential
13441.0,2011-09-09 09:38:00,2011-09-09 09:38:00,13,296.64,22.818461538461538,91,13,296.64,2,1,2,212,5,At Risk
13447.0,2011-11-16 13:38:00,2011-11-04 10:10:00,59,1129.14,19.13796610169492,22,59,1129.14,4,4,4,444,12,Loyal Customers
13448.0,2011-11-23 12:33:00,2010-12-01 10:52:00,195,3539.37,18.150615384615385,16,195,3539.37,4,5,5,455,14,Champions
13449.0,2011-11-16 08:28:00,2011-11-16 08:28:00,19,291.88,15.362105263157895,23,19,291.88,4,2,2,422,8,Potential
13450.0,2011-11-13 11:54:00,2011-05-05 19:48:00,71,2043.72,28.784788732394365,26,71,2043.72,4,4,4,444,12,Loyal Customers
13451.0,2011-11-13 15:58:00,2011-01-09 15:35:00,443,2976.15,6.718171557562077,25,443,2976.15,4,5,5,455,14,Champions
13452.0,2011-03-25 14:19:00,2011-03-14 11:38:00,2,590.0,295.0,258,2,590.0,1,1,3,113,5,At Risk
13453.0,2011-06-27 09:34:00,2011-02-23 09:44:00,17,356.98,20.99882352941176,165,17,356.98,2,2,2,222,6,Potential
13455.0,2011-11-15 11:21:00,2010-12-08 13:11:00,46,1058.34,23.007391304347824,24,46,1058.34,4,3,4,434,11,Loyal Customers
13456.0,2011-11-22 09:18:00,2011-05-16 15:34:00,63,1766.72,28.0431746031746,17,63,1766.72,4,4,4,444,12,Loyal Customers
13458.0,2011-12-02 15:29:00,2010-12-15 12:05:00,382,9646.57,25.252801047120418,6,382,9646.57,5,5,5,555,15,Champions
13460.0,2011-11-10 17:17:00,2011-10-21 09:50:00,17,183.44,10.790588235294118,28,17,183.44,4,2,1,421,7,Potential
13461.0,2011-11-01 09:01:00,2011-06-29 10:23:00,27,1445.0,53.51851851851852,38,27,1445.0,3,2,4,324,9,Potential
13462.0,2011-04-01 11:20:00,2011-04-01 11:20:00,9,151.5,16.833333333333332,252,9,151.5,1,1,1,111,3,At Risk
13464.0,2011-10-12 15:01:00,2011-10-12 15:01:00,41,674.68,16.45560975609756,57,41,674.68,3,3,3,333,9,Potential
13466.0,2011-06-08 16:39:00,2011-06-08 16:39:00,17,307.9,18.11176470588235,183,17,307.9,1,2,2,122,5,At Risk
13467.0,2011-11-29 10:01:00,2011-11-03 16:56:00,99,1083.71,10.946565656565657,10,99,1083.71,5,4,4,544,13,Champions
13468.0,2011-12-08 10:39:00,2010-12-01 15:08:00,302,5704.97,18.89062913907285,1,302,5704.97,5,5,5,555,15,Champions
13470.0,2011-09-01 14:57:00,2011-08-16 17:06:00,10,165.0,16.5,98,10,165.0,2,1,1,211,4,At Risk
13471.0,2011-12-08 15:44:00,2011-10-23 13:10:00,260,2531.58,9.736846153846152,0,260,2531.58,5,5,5,555,15,Champions
13473.0,2011-10-10 11:20:00,2011-01-11 08:45:00,21,422.64,20.125714285714285,60,21,422.64,3,2,2,322,7,Potential
13474.0,2011-04-17 13:53:00,2011-04-17 13:53:00,64,229.59,3.58734375,235,64,229.59,1,4,1,141,6,Potential
13475.0,2011-06-01 13:52:00,2011-02-14 12:36:00,86,1431.78,16.648604651162792,190,86,1431.78,1,4,4,144,9,Potential
13476.0,2011-06-14 12:00:00,2011-03-03 14:43:00,58,1238.47,21.35293103448276,178,58,1238.47,2,3,4,234,9,Potential
13477.0,2011-11-02 12:04:00,2011-02-21 12:29:00,79,1454.58,18.41240506329114,37,79,1454.58,3,4,4,344,11,Loyal Customers
13479.0,2011-05-23 10:45:00,2011-04-19 11:27:00,15,300.95,20.063333333333333,200,15,300.95,1,2,2,122,5,At Risk
13481.0,2011-10-25 09:07:00,2011-03-28 09:07:00,109,1804.56,16.55559633027523,45,109,1804.56,3,4,4,344,11,Loyal Customers
13482.0,2011-04-21 17:03:00,2011-04-21 17:03:00,11,184.64,16.785454545454545,231,11,184.64,1,1,1,111,3,At Risk
13483.0,2011-10-05 11:53:00,2011-10-05 11:53:00,10,140.34,14.034,65,10,140.34,3,1,1,311,5,At Risk
13484.0,2011-04-12 16:30:00,2011-04-12 16:30:00,8,313.8,39.225,240,8,313.8,1,1,2,112,4,At Risk
13485.0,2011-04-20 13:58:00,2011-04-20 13:58:00,23,454.24,19.749565217391304,232,23,454.24,1,2,2,122,5,At Risk
13486.0,2011-09-22 13:13:00,2011-07-07 17:19:00,69,1122.41,16.2668115942029,77,69,1122.41,2,4,4,244,10,Loyal Customers
13487.0,2011-10-13 12:07:00,2010-12-21 14:54:00,34,575.4,16.923529411764704,57,34,575.4,3,3,3,333,9,Potential
13488.0,2011-11-22 14:41:00,2010-12-07 13:01:00,422,8968.31,21.25191943127962,16,422,8968.31,4,5,5,455,14,Champions
13489.0,2011-08-26 13:16:00,2011-02-18 10:42:00,14,449.52,32.10857142857143,104,14,449.52,2,2,2,222,6,Potential
13491.0,2011-10-19 08:32:00,2010-12-02 14:30:00,86,1215.82,14.137441860465117,51,86,1215.82,3,4,4,344,11,Loyal Customers
13492.0,2011-07-26 14:25:00,2011-05-09 10:06:00,50,1269.84,25.3968,135,50,1269.84,2,3,4,234,9,Potential
13493.0,2011-03-09 15:35:00,2011-02-25 16:42:00,8,618.63,77.32875,274,8,618.63,1,1,3,113,5,At Risk
13494.0,2011-02-01 11:58:00,2011-02-01 11:58:00,18,316.26000000000005,17.570000000000004,311,18,316.26000000000005,1,2,2,122,5,At Risk
13495.0,2011-12-02 11:21:00,2010-12-06 15:14:00,48,2044.87,42.60145833333333,7,48,2044.87,5,3,4,534,12,Loyal Customers
13496.0,2011-11-29 10:58:00,2010-12-15 10:17:00,35,653.33,18.66657142857143,10,35,653.33,5,3,3,533,11,Loyal Customers
13497.0,2011-03-02 09:04:00,2010-12-06 11:37:00,19,348.05,18.318421052631574,282,19,348.05,1,2,2,122,5,At Risk
13499.0,2011-11-22 11:21:00,2011-03-15 08:52:00,42,1159.11,27.59785714285714,17,42,1159.11,4,3,4,434,11,Loyal Customers
13500.0,2011-11-16 15:35:00,2011-08-09 12:20:00,65,1166.77,17.950307692307693,22,65,1166.77,4,4,4,444,12,Loyal Customers
13501.0,2011-02-24 18:59:00,2011-02-24 18:59:00,52,1340.32,25.775384615384613,287,52,1340.32,1,3,4,134,8,Potential
13502.0,2011-11-23 10:39:00,2011-01-20 09:03:00,18,292.0,16.22222222222222,16,18,292.0,4,2,2,422,8,Potential
13503.0,2011-09-29 13:23:00,2011-09-29 13:23:00,17,216.85,12.755882352941176,70,17,216.85,3,2,1,321,6,Potential
13504.0,2011-10-06 13:20:00,2011-10-06 13:20:00,22,295.93,13.451363636363636,63,22,295.93,3,2,2,322,7,Potential
13505.0,2011-09-28 11:56:00,2011-04-21 12:07:00,215,4393.63,20.435488372093022,72,215,4393.63,2,5,5,255,12,Loyal Customers
13506.0,2011-01-27 13:53:00,2010-12-05 12:15:00,26,458.52,17.635384615384616,315,26,458.52,1,2,2,122,5,At Risk
13507.0,2011-12-06 13:13:00,2011-07-17 11:50:00,162,2479.16,15.303456790123455,2,162,2479.16,5,5,5,555,15,Champions
13508.0,2011-04-10 11:58:00,2011-04-10 11:58:00,12,110.97,9.2475,243,12,110.97,1,1,1,111,3,At Risk
13509.0,2011-12-01 10:10:00,2011-02-28 13:27:00,44,979.72,22.26636363636364,8,44,979.72,5,3,4,534,12,Loyal Customers
13510.0,2011-12-08 13:46:00,2011-06-09 09:32:00,115,1791.56,15.578782608695652,0,115,1791.56,5,4,4,544,13,Champions
13512.0,2011-03-24 10:03:00,2011-03-24 10:03:00,15,251.21,16.747333333333334,260,15,251.21,1,2,2,122,5,At Risk
13513.0,2011-08-05 11:50:00,2011-08-05 11:50:00,10,205.1,20.51,126,10,205.1,2,1,1,211,4,At Risk
13514.0,2011-09-27 09:39:00,2011-09-27 09:39:00,4,152.20000000000002,38.05,73,4,152.20000000000002,2,1,1,211,4,At Risk
13515.0,2011-09-28 11:26:00,2011-04-06 10:33:00,59,891.12,15.103728813559322,72,59,891.12,2,4,3,243,9,Potential
13516.0,2011-11-18 13:15:00,2011-04-15 11:06:00,44,1389.41,31.5775,20,44,1389.41,4,3,4,434,11,Loyal Customers
13517.0,2011-10-11 11:43:00,2011-06-13 08:44:00,141,2128.42,15.09517730496454,59,141,2128.42,3,5,5,355,13,Champions
13518.0,2011-09-15 10:29:00,2011-09-15 10:29:00,38,659.4399999999999,17.353684210526314,85,38,659.4399999999999,2,3,3,233,8,Potential
13519.0,2011-09-22 18:24:00,2011-09-22 18:24:00,8,122.75,15.34375,77,8,122.75,2,1,1,211,4,At Risk
13520.0,2011-10-12 10:20:00,2010-12-03 10:36:00,93,3624.35,38.97150537634408,58,93,3624.35,3,4,5,345,12,Loyal Customers
13521.0,2011-12-08 13:50:00,2011-11-29 15:09:00,436,1093.65,2.508371559633028,0,436,1093.65,5,5,4,554,14,Champions
13522.0,2011-11-09 15:11:00,2011-11-09 15:11:00,5,125.8,25.160000000000004,29,5,125.8,4,1,1,411,6,Potential
13523.0,2011-11-06 15:11:00,2010-12-08 14:22:00,172,3964.88,23.051627906976744,32,172,3964.88,4,5,5,455,14,Champions
13524.0,2011-10-30 12:34:00,2011-05-04 12:26:00,27,680.1800000000001,25.19185185185185,40,27,680.1800000000001,3,2,3,323,8,Potential
13525.0,2011-11-25 12:01:00,2011-04-05 15:36:00,6,628.78,104.79666666666668,14,6,628.78,4,1,3,413,8,Potential
13527.0,2011-11-06 12:04:00,2011-01-17 11:17:00,223,2287.51,10.257892376681616,33,223,2287.51,3,5,5,355,13,Champions
13529.0,2011-09-22 09:15:00,2011-05-19 11:50:00,15,307.76,20.517333333333333,78,15,307.76,2,2,2,222,6,Potential
13531.0,2011-05-18 16:56:00,2010-12-08 15:03:00,22,483.8,21.99090909090909,204,22,483.8,1,2,2,122,5,At Risk
13532.0,2011-11-06 12:25:00,2011-11-06 12:25:00,66,210.31,3.1865151515151515,33,66,210.31,3,4,1,341,8,Potential
13533.0,2011-06-10 11:54:00,2011-03-17 12:47:00,76,270.79,3.563026315789474,182,76,270.79,1,4,2,142,7,Potential
13534.0,2011-12-07 14:52:00,2010-12-16 15:23:00,296,5870.08,19.83135135135135,1,296,5870.08,5,5,5,555,15,Champions
13536.0,2011-12-08 16:38:00,2011-09-25 13:30:00,179,3448.29,19.26418994413408,0,179,3448.29,5,5,5,555,15,Champions
13538.0,2011-10-27 16:34:00,2011-01-28 10:40:00,25,1280.85,51.234,42,25,1280.85,3,2,4,324,9,Potential
13539.0,2011-09-15 10:18:00,2011-02-03 15:23:00,37,631.34,17.063243243243242,85,37,631.34,2,3,3,233,8,Potential
13544.0,2011-10-31 11:57:00,2011-04-13 12:09:00,87,291.41,3.349540229885058,39,87,291.41,3,4,2,342,9,Potential
13546.0,2011-11-27 14:50:00,2011-05-23 12:14:00,98,626.99,6.397857142857143,11,98,626.99,5,4,3,543,12,Loyal Customers
13548.0,2011-09-04 14:50:00,2011-04-10 11:35:00,124,682.41,5.503306451612903,95,124,682.41,2,5,3,253,10,Loyal Customers
13549.0,2011-11-14 09:20:00,2011-04-11 13:42:00,51,918.2,18.00392156862745,25,51,918.2,4,3,3,433,10,Loyal Customers
13551.0,2011-01-24 14:46:00,2011-01-24 14:46:00,4,91.8,22.950000000000003,318,4,91.8,1,1,1,111,3,At Risk
13552.0,2011-10-04 15:19:00,2011-01-28 10:10:00,109,3740.07,34.31256880733945,65,109,3740.07,3,4,5,345,12,Loyal Customers
13555.0,2011-09-27 12:36:00,2011-05-22 11:06:00,136,4149.28,30.50941176470588,73,136,4149.28,2,5,5,255,12,Loyal Customers
13557.0,2011-11-11 15:24:00,2011-03-04 12:14:00,34,584.06,17.178235294117645,27,34,584.06,4,3,3,433,10,Loyal Customers
13558.0,2011-12-04 11:24:00,2011-10-02 13:01:00,175,605.06,3.457485714285714,5,175,605.06,5,5,3,553,13,Champions
13560.0,2011-12-02 13:11:00,2011-12-02 13:11:00,33,174.37,5.283939393939394,6,33,174.37,5,3,1,531,9,Potential
13561.0,2011-05-08 12:39:00,2011-05-08 12:39:00,14,141.86,10.132857142857144,215,14,141.86,1,2,1,121,4,At Risk
13562.0,2011-09-19 10:51:00,2011-04-08 12:42:00,82,1799.33,21.943048780487803,81,82,1799.33,2,4,4,244,10,Loyal Customers
13563.0,2011-09-16 14:45:00,2011-07-22 17:21:00,49,777.53,15.867959183673468,83,49,777.53,2,3,3,233,8,Potential
13564.0,2011-07-18 14:33:00,2010-12-06 17:26:00,83,1749.02,21.07253012048193,143,83,1749.02,2,4,4,244,10,Loyal Customers
13565.0,2011-11-20 14:33:00,2011-01-09 14:28:00,38,240.22,6.321578947368421,18,38,240.22,4,3,1,431,8,Potential
13566.0,2011-10-30 11:59:00,2011-09-18 12:40:00,176,874.71,4.969943181818182,40,176,874.71,3,5,3,353,11,Loyal Customers
13568.0,2011-06-19 14:42:00,2011-06-19 14:42:00,44,192.85,4.382954545454545,172,44,192.85,2,3,1,231,6,Potential
13569.0,2011-11-22 13:07:00,2010-12-07 12:29:00,85,373.75,4.397058823529412,16,85,373.75,4,4,2,442,10,Loyal Customers
13570.0,2011-04-10 13:36:00,2011-04-10 13:36:00,27,239.49,8.870000000000001,242,27,239.49,1,2,1,121,4,At Risk
13571.0,2011-11-27 10:47:00,2011-03-31 12:43:00,341,2092.32,6.1358357771261005,12,341,2092.32,5,5,5,555,15,Champions
13572.0,2011-05-18 11:59:00,2011-05-18 11:59:00,33,1384.25,41.946969696969695,205,33,1384.25,1,3,4,134,8,Potential
13573.0,2011-10-20 14:33:00,2011-03-31 14:47:00,26,294.4,11.323076923076922,49,26,294.4,3,2,2,322,7,Potential
13575.0,2011-11-16 13:14:00,2011-06-16 14:24:00,46,732.0699999999999,15.914565217391305,22,46,732.0699999999999,4,3,3,433,10,Loyal Customers
13576.0,2011-11-29 15:34:00,2010-12-01 17:24:00,126,6717.34,53.31222222222223,9,126,6717.34,5,5,5,555,15,Champions
13577.0,2011-11-14 15:19:00,2011-04-12 10:33:00,83,1687.6,20.33253012048193,24,83,1687.6,4,4,4,444,12,Loyal Customers
13579.0,2011-11-25 08:41:00,2010-12-05 16:10:00,23,467.04,20.30608695652174,14,23,467.04,4,2,2,422,8,Potential
13581.0,2011-02-03 14:41:00,2011-02-03 14:41:00,10,118.0,11.8,308,10,118.0,1,1,1,111,3,At Risk
13583.0,2011-07-07 10:40:00,2011-07-07 10:40:00,53,781.03,14.73641509433962,155,53,781.03,2,3,3,233,8,Potential
13584.0,2011-02-06 12:49:00,2011-02-06 12:49:00,24,142.4,5.933333333333334,306,24,142.4,1,2,1,121,4,At Risk
13587.0,2011-10-07 12:31:00,2011-10-07 12:31:00,8,712.4,89.05,63,8,712.4,3,1,3,313,7,Potential
13588.0,2011-11-24 10:42:00,2011-03-29 15:53:00,174,2478.95,14.246839080459768,15,174,2478.95,4,5,5,455,14,Champions
13589.0,2011-11-25 12:10:00,2011-06-13 12:44:00,21,379.65,18.07857142857143,14,21,379.65,4,2,2,422,8,Potential
13590.0,2011-11-28 12:54:00,2011-02-09 13:25:00,87,1981.92,22.780689655172413,10,87,1981.92,5,4,4,544,13,Champions
13591.0,2011-10-06 12:26:00,2011-03-18 12:18:00,58,1117.13,19.26086206896552,64,58,1117.13,3,3,4,334,10,Loyal Customers
13592.0,2011-11-04 09:49:00,2011-03-20 14:01:00,16,247.96,15.4975,35,16,247.96,3,2,1,321,6,Potential
13593.0,2011-08-23 13:35:00,2011-01-07 16:32:00,128,2037.08,15.9146875,107,128,2037.08,2,5,4,254,11,Loyal Customers
13594.0,2011-10-18 10:19:00,2011-10-18 10:19:00,26,396.97,15.268076923076924,52,26,396.97,3,2,2,322,7,Potential
13596.0,2011-12-04 12:01:00,2011-11-27 11:57:00,166,697.04,4.199036144578313,5,166,697.04,5,5,3,553,13,Champions
13598.0,2011-10-23 14:28:00,2011-10-23 14:28:00,40,180.17,4.504250000000001,46,40,180.17,3,3,1,331,7,Potential
13599.0,2011-12-08 16:10:00,2010-12-08 10:11:00,247,5153.67,20.86506072874494,0,247,5153.67,5,5,5,555,15,Champions
13600.0,2011-01-31 15:27:00,2011-01-31 15:27:00,19,219.52,11.553684210526315,311,19,219.52,1,2,1,121,4,At Risk
13601.0,2011-10-25 17:31:00,2011-05-12 16:52:00,99,693.32,7.003232323232324,44,99,693.32,3,4,3,343,10,Loyal Customers
13602.0,2011-10-06 11:47:00,2011-10-06 11:47:00,23,428.89,18.647391304347824,64,23,428.89,3,2,2,322,7,Potential
13603.0,2011-11-13 15:57:00,2011-11-13 15:57:00,27,164.34,6.086666666666667,25,27,164.34,4,2,1,421,7,Potential
13606.0,2011-11-10 17:46:00,2011-02-01 11:42:00,43,280.54,6.524186046511627,28,43,280.54,4,3,2,432,9,Potential
13607.0,2011-10-30 16:17:00,2011-10-30 16:17:00,98,678.01,6.918469387755102,39,98,678.01,3,4,3,343,10,Loyal Customers
13610.0,2011-11-27 15:38:00,2011-02-27 14:44:00,226,1131.88,5.008318584070797,11,226,1131.88,5,5,4,554,14,Champions
13611.0,2011-09-11 14:51:00,2010-12-15 10:31:00,74,1171.8,15.835135135135134,88,74,1171.8,2,4,4,244,10,Loyal Customers
13614.0,2011-11-15 14:47:00,2011-01-13 12:37:00,201,1610.46,8.01223880597015,23,201,1610.46,4,5,4,454,13,Champions
13615.0,2011-01-25 08:21:00,2011-01-25 08:21:00,23,417.69,18.160434782608696,318,23,417.69,1,2,2,122,5,At Risk
13617.0,2011-10-30 13:50:00,2011-06-12 12:55:00,44,544.18,12.367727272727272,39,44,544.18,3,3,3,333,9,Potential
13618.0,2011-06-19 11:09:00,2011-06-19 11:09:00,13,177.34,13.64153846153846,173,13,177.34,2,1,1,211,4,At Risk
13621.0,2011-08-15 08:26:00,2011-08-15 08:26:00,19,213.85,11.255263157894737,116,19,213.85,2,2,1,221,5,At Risk
13623.0,2011-11-09 12:00:00,2011-02-15 13:08:00,81,747.78,9.231851851851852,30,81,747.78,4,4,3,443,11,Loyal Customers
13626.0,2011-04-01 10:05:00,2011-04-01 10:05:00,19,257.23,13.53842105263158,252,19,257.23,1,2,2,122,5,At Risk
13627.0,2011-10-11 14:20:00,2010-12-17 09:52:00,92,1638.47,17.80945652173913,58,92,1638.47,3,4,4,344,11,Loyal Customers
13629.0,2011-11-16 13:21:00,2011-01-05 12:09:00,59,7792.36,132.07389830508475,22,59,7792.36,4,4,5,445,13,Champions
13630.0,2011-12-04 15:16:00,2011-02-27 12:49:00,71,2031.78,28.61661971830986,4,71,2031.78,5,4,4,544,13,Champions
13631.0,2011-09-01 09:57:00,2011-03-17 17:13:00,11,3070.42,279.1290909090909,99,11,3070.42,2,1,5,215,8,Potential
13632.0,2011-11-15 10:51:00,2011-04-10 15:07:00,146,2121.27,14.529246575342466,24,146,2121.27,4,5,5,455,14,Champions
13634.0,2011-11-06 13:40:00,2011-01-16 15:30:00,188,1575.16,8.378510638297874,32,188,1575.16,4,5,4,454,13,Champions
13635.0,2011-10-03 10:55:00,2011-10-03 10:55:00,62,1071.03,17.274677419354838,67,62,1071.03,3,4,4,344,11,Loyal Customers
13636.0,2011-11-03 10:30:00,2011-02-27 14:29:00,63,949.12,15.065396825396826,36,63,949.12,3,4,4,344,11,Loyal Customers
13637.0,2011-10-18 13:32:00,2011-04-27 13:06:00,101,810.5,8.024752475247524,51,101,810.5,3,4,3,343,10,Loyal Customers
13638.0,2011-11-24 10:38:00,2011-11-24 10:38:00,8,122.64,15.33,15,8,122.64,4,1,1,411,6,Potential
13639.0,2011-09-26 13:36:00,2011-09-26 13:36:00,40,1033.34,25.8335,73,40,1033.34,2,3,4,234,9,Potential
13642.0,2011-05-08 12:34:00,2011-05-08 12:34:00,66,354.8,5.375757575757576,215,66,354.8,1,4,2,142,7,Potential
13643.0,2011-11-08 15:37:00,2011-06-07 11:40:00,28,519.44,18.551428571428573,30,28,519.44,4,2,3,423,9,Potential
13644.0,2011-11-23 14:07:00,2011-08-26 11:53:00,146,2624.26,17.974383561643837,15,146,2624.26,4,5,5,455,14,Champions
13645.0,2011-08-11 16:11:00,2011-08-11 16:11:00,5,252.1,50.42,119,5,252.1,2,1,2,212,5,At Risk
13647.0,2011-11-30 12:00:00,2011-04-19 09:49:00,79,1678.12,21.2420253164557,9,79,1678.12,5,4,4,544,13,Champions
13649.0,2011-03-28 11:51:00,2010-12-08 14:46:00,23,346.6,15.069565217391306,256,23,346.6,1,2,2,122,5,At Risk
13650.0,2011-11-23 12:22:00,2011-03-17 12:37:00,96,1836.34,19.128541666666667,16,96,1836.34,4,4,4,444,12,Loyal Customers
13651.0,2011-11-04 14:59:00,2011-10-31 12:11:00,6,94.2,15.7,34,6,94.2,3,1,1,311,5,At Risk
13652.0,2011-10-25 08:51:00,2010-12-06 09:21:00,63,1095.08,17.38222222222222,45,63,1095.08,3,4,4,344,11,Loyal Customers
13654.0,2011-10-27 16:24:00,2011-03-11 12:54:00,166,2707.33,16.30921686746988,42,166,2707.33,3,5,5,355,13,Champions
13655.0,2011-08-17 14:25:00,2011-04-12 09:53:00,56,932.97,16.66017857142857,113,56,932.97,2,3,3,233,8,Potential
13656.0,2011-06-28 10:31:00,2011-01-06 15:42:00,49,379.65,7.747959183673469,164,49,379.65,2,3,2,232,7,Potential
13657.0,2011-11-29 12:32:00,2011-05-22 12:35:00,16,382.14,23.88375,10,16,382.14,5,2,2,522,9,Potential
13658.0,2011-11-30 10:13:00,2011-05-19 17:15:00,108,2639.17,24.43675925925926,9,108,2639.17,5,4,5,545,14,Champions
13659.0,2011-05-18 12:37:00,2011-01-23 12:08:00,104,1573.2,15.126923076923076,205,104,1573.2,1,4,4,144,9,Potential
13662.0,2011-09-15 12:04:00,2011-03-25 13:23:00,53,897.76,16.938867924528303,85,53,897.76,2,3,3,233,8,Potential
