CustomerID,RFM_Segment,RFM_Score,Segment
13678.0,221,5,At Risk
13680.0,555,15,Champions
13681.0,433,10,Loyal Customers
13682.0,111,3,At Risk
13684.0,131,5,At Risk
13685.0,535,13,Champions
13686.0,111,3,At Risk
13689.0,313,7,Potential
13690.0,311,5,At Risk
13692.0,434,11,Loyal Customers
13694.0,555,15,Champions
13695.0,445,13,Champions
13697.0,311,5,At Risk
13699.0,222,6,Potential
13700.0,455,14,Champions
13703.0,111,3,At Risk
13704.0,555,15,Champions
13705.0,523,10,Loyal Customers
13706.0,122,5,At Risk
13707.0,133,7,Potential
13708.0,132,6,Potential
13709.0,555,15,Champions
13710.0,411,6,Potential
13711.0,112,4,At Risk
13712.0,111,3,At Risk
13715.0,144,9,Potential
13716.0,121,4,At Risk
13717.0,444,12,Loyal Customers
13718.0,112,4,At Risk
13719.0,444,12,Loyal Customers
13720.0,233,8,Potential
13721.0,323,8,Potential
13722.0,245,11,Loyal Customers
13723.0,111,3,At Risk
13725.0,344,11,Loyal Customers
13726.0,334,10,Loyal Customers
13727.0,422,8,Potential
13728.0,344,11,Loyal Customers
13730.0,233,8,Potential
13731.0,133,7,Potential
13732.0,433,10,Loyal Customers
13735.0,455,14,Champions
13736.0,553,13,Champions
13737.0,132,6,Potential
13739.0,411,6,Potential
13740.0,122,5,At Risk
13741.0,333,9,Potential
13742.0,455,14,Champions
13743.0,534,12,Loyal Customers
13744.0,244,10,Loyal Customers
13745.0,222,6,Potential
13747.0,111,3,At Risk
13748.0,224,8,Potential
13750.0,324,9,Potential
13751.0,112,4,At Risk
13752.0,244,10,Loyal Customers
13753.0,133,7,Potential
13754.0,212,5,At Risk
13755.0,555,15,Champions
13756.0,555,15,Champions
13758.0,545,14,Champions
13759.0,423,9,Potential
13760.0,332,8,Potential
13761.0,344,11,Loyal Customers
13762.0,112,4,At Risk
13763.0,324,9,Potential
13764.0,354,12,Loyal Customers
13767.0,555,15,Champions
13769.0,555,15,Champions
13771.0,345,12,Loyal Customers
13772.0,354,12,Loyal Customers
13774.0,222,6,Potential
13777.0,555,15,Champions
13778.0,211,4,At Risk
13780.0,532,10,Loyal Customers
13781.0,121,4,At Risk
13782.0,543,12,Loyal Customers
13784.0,535,13,Champions
13786.0,111,3,At Risk
13787.0,232,7,Potential
13790.0,532,10,Loyal Customers
13791.0,214,7,Potential
13792.0,311,5,At Risk
13798.0,555,15,Champions
13799.0,233,8,Potential
13800.0,133,7,Potential
13801.0,322,7,Potential
13802.0,245,11,Loyal Customers
13803.0,122,5,At Risk
13804.0,455,14,Champions
13805.0,313,7,Potential
13806.0,312,6,Potential
13807.0,111,3,At Risk
13808.0,544,13,Champions
13809.0,111,3,At Risk
13810.0,434,11,Loyal Customers
13811.0,113,5,At Risk
13812.0,333,9,Potential
13813.0,344,11,Loyal Customers
13814.0,234,9,Potential
13815.0,455,14,Champions
13816.0,423,9,Potential
13817.0,422,8,Potential
13819.0,134,8,Potential
13821.0,242,8,Potential
13822.0,543,12,Loyal Customers
13823.0,434,11,Loyal Customers
13824.0,434,11,Loyal Customers
13826.0,211,4,At Risk
13827.0,342,9,Potential
13828.0,421,7,Potential
13831.0,445,13,Champions
13832.0,411,6,Potential
13833.0,222,6,Potential
13835.0,433,10,Loyal Customers
13837.0,122,5,At Risk
13838.0,553,13,Champions
13841.0,111,3,At Risk
13842.0,355,13,Champions
13844.0,522,9,Potential
13845.0,312,6,Potential
13846.0,433,10,Loyal Customers
13848.0,214,7,Potential
13849.0,344,11,Loyal Customers
13850.0,244,10,Loyal Customers
13851.0,245,11,Loyal Customers
13853.0,324,9,Potential
13854.0,545,14,Champions
13856.0,222,6,Potential
13858.0,311,5,At Risk
13859.0,121,4,At Risk
13860.0,544,13,Champions
13862.0,455,14,Champions
13863.0,122,5,At Risk
13865.0,333,9,Potential
13866.0,211,4,At Risk
13867.0,444,12,Loyal Customers
13868.0,535,13,Champions
13869.0,255,12,Loyal Customers
13870.0,545,14,Champions
13871.0,455,14,Champions
13873.0,222,6,Potential
13874.0,123,6,Potential
13875.0,344,11,Loyal Customers
13876.0,311,5,At Risk
13877.0,211,4,At Risk
13878.0,334,10,Loyal Customers
13880.0,455,14,Champions
13881.0,555,15,Champions
13882.0,544,13,Champions
13883.0,555,15,Champions
13884.0,543,12,Loyal Customers
13885.0,123,6,Potential
13886.0,321,6,Potential
13887.0,122,5,At Risk
13888.0,233,8,Potential
13889.0,222,6,Potential
13890.0,544,13,Champions
13892.0,423,9,Potential
13893.0,123,6,Potential
13894.0,423,9,Potential
13895.0,445,13,Champions
13897.0,322,7,Potential
13898.0,111,3,At Risk
13899.0,422,8,Potential
13900.0,133,7,Potential
13901.0,355,13,Champions
13904.0,322,7,Potential
13908.0,255,12,Loyal Customers
13911.0,355,13,Champions
13914.0,533,11,Loyal Customers
13917.0,322,7,Potential
13918.0,334,10,Loyal Customers
13919.0,322,7,Potential
13922.0,111,3,At Risk
13923.0,322,7,Potential
13924.0,544,13,Champions
13925.0,233,8,Potential
13926.0,411,6,Potential
13927.0,222,6,Potential
13928.0,522,9,Potential
13929.0,213,6,Potential
13930.0,322,7,Potential
13931.0,234,9,Potential
13932.0,122,5,At Risk
13933.0,223,7,Potential
13934.0,133,7,Potential
13936.0,122,5,At Risk
13937.0,211,4,At Risk
13938.0,311,5,At Risk
13939.0,433,10,Loyal Customers
13940.0,433,10,Loyal Customers
13941.0,435,12,Loyal Customers
13946.0,213,6,Potential
13947.0,311,5,At Risk
13948.0,111,3,At Risk
13949.0,555,15,Champions
13950.0,533,11,Loyal Customers
13951.0,233,8,Potential
13952.0,155,11,Loyal Customers
13953.0,525,12,Loyal Customers
13954.0,522,9,Potential
13955.0,232,7,Potential
13956.0,554,14,Champions
13959.0,243,9,Potential
13960.0,411,6,Potential
13962.0,411,6,Potential
13963.0,133,7,Potential
13967.0,211,4,At Risk
13969.0,555,15,Champions
13971.0,455,14,Champions
13972.0,321,6,Potential
13973.0,112,4,At Risk
13974.0,322,7,Potential
13975.0,455,14,Champions
13976.0,112,4,At Risk
13978.0,421,7,Potential
13979.0,233,8,Potential
13980.0,311,5,At Risk
13982.0,344,11,Loyal Customers
13983.0,445,13,Champions
13984.0,423,9,Potential
13985.0,555,15,Champions
13986.0,412,7,Potential
13988.0,455,14,Champions
13989.0,334,10,Loyal Customers
13990.0,122,5,At Risk
13991.0,543,12,Loyal Customers
13992.0,411,6,Potential
13993.0,345,12,Loyal Customers
13994.0,555,15,Champions
13995.0,444,12,Loyal Customers
13999.0,555,15,Champions
14000.0,123,6,Potential
14001.0,334,10,Loyal Customers
14002.0,233,8,Potential
14004.0,355,13,Champions
14005.0,545,14,Champions
14006.0,234,9,Potential
14009.0,133,7,Potential
14012.0,112,4,At Risk
14013.0,232,7,Potential
14014.0,233,8,Potential
14015.0,323,8,Potential
14016.0,255,12,Loyal Customers
14019.0,344,11,Loyal Customers
14020.0,433,10,Loyal Customers
14021.0,223,7,Potential
14022.0,122,5,At Risk
14023.0,533,11,Loyal Customers
14024.0,222,6,Potential
14027.0,311,5,At Risk
14029.0,322,7,Potential
14030.0,455,14,Champions
14031.0,555,15,Champions
14032.0,555,15,Champions
14034.0,443,11,Loyal Customers
14035.0,444,12,Loyal Customers
14036.0,133,7,Potential
14037.0,221,5,At Risk
14038.0,244,10,Loyal Customers
14039.0,411,6,Potential
14040.0,355,13,Champions
14041.0,121,4,At Risk
14044.0,453,12,Loyal Customers
14045.0,214,7,Potential
14046.0,121,4,At Risk
14047.0,534,12,Loyal Customers
14048.0,142,7,Potential
14049.0,455,14,Champions
14050.0,433,10,Loyal Customers
14051.0,555,15,Champions
14052.0,431,8,Potential
14053.0,212,5,At Risk
14054.0,311,5,At Risk
14055.0,213,6,Potential
14056.0,555,15,Champions
14057.0,455,14,Champions
14059.0,111,3,At Risk
14060.0,555,15,Champions
14062.0,545,14,Champions
14064.0,444,12,Loyal Customers
14066.0,111,3,At Risk
14067.0,332,8,Potential
14068.0,122,5,At Risk
14071.0,554,14,Champions
14073.0,411,6,Potential
14075.0,533,11,Loyal Customers
14076.0,231,6,Potential
14077.0,333,9,Potential
14078.0,244,10,Loyal Customers
14079.0,212,5,At Risk
14080.0,411,6,Potential
14081.0,153,9,Potential
14082.0,121,4,At Risk
14083.0,554,14,Champions
14085.0,555,15,Champions
14087.0,541,10,Loyal Customers
14088.0,555,15,Champions
14089.0,321,6,Potential
14090.0,111,3,At Risk
14092.0,555,15,Champions
14093.0,542,11,Loyal Customers
14096.0,555,15,Champions
14098.0,321,6,Potential
14099.0,455,14,Champions
14100.0,221,5,At Risk
14101.0,235,10,Loyal Customers
14102.0,544,13,Champions
14104.0,221,5,At Risk
14105.0,144,9,Potential
14107.0,355,13,Champions
14108.0,433,10,Loyal Customers
14109.0,211,4,At Risk
14110.0,555,15,Champions
14111.0,413,8,Potential
14112.0,455,14,Champions
14113.0,534,12,Loyal Customers
14114.0,122,5,At Risk
14116.0,444,12,Loyal Customers
14117.0,211,4,At Risk
14121.0,555,15,Champions
14124.0,212,5,At Risk
14125.0,555,15,Champions
14126.0,523,10,Loyal Customers
14127.0,233,8,Potential
14128.0,333,9,Potential
14129.0,534,12,Loyal Customers
14130.0,142,7,Potential
14132.0,555,15,Champions
14133.0,223,7,Potential
14135.0,555,15,Champions
14138.0,534,12,Loyal Customers
14139.0,322,7,Potential
14140.0,543,12,Loyal Customers
14141.0,533,11,Loyal Customers
14142.0,122,5,At Risk
14143.0,211,4,At Risk
14145.0,315,9,Potential
14146.0,555,15,Champions
14147.0,212,5,At Risk
14148.0,111,3,At Risk
14149.0,122,5,At Risk
14150.0,323,8,Potential
14152.0,233,8,Potential
14154.0,134,8,Potential
14155.0,111,3,At Risk
14156.0,555,15,Champions
14157.0,432,9,Potential
14158.0,333,9,Potential
14159.0,455,14,Champions
14161.0,144,9,Potential
14162.0,222,6,Potential
14163.0,235,10,Loyal Customers
14164.0,324,9,Potential
14165.0,121,4,At Risk
14167.0,333,9,Potential
14171.0,232,7,Potential
14173.0,522,9,Potential
14174.0,421,7,Potential
14175.0,355,13,Champions
14176.0,133,7,Potential
14177.0,233,8,Potential
14178.0,554,14,Champions
14179.0,353,11,Loyal Customers
14180.0,555,15,Champions
14184.0,322,7,Potential
14185.0,111,3,At Risk
14188.0,444,12,Loyal Customers
14189.0,555,15,Champions
14191.0,555,15,Champions
14193.0,333,9,Potential
14194.0,555,15,Champions
14195.0,114,6,Potential
14196.0,212,5,At Risk
14198.0,433,10,Loyal Customers
14199.0,111,3,At Risk
14201.0,333,9,Potential
14204.0,531,9,Potential
14205.0,422,8,Potential
14206.0,122,5,At Risk
14208.0,211,4,At Risk
14209.0,545,14,Champions
14210.0,244,10,Loyal Customers
14211.0,345,12,Loyal Customers
14212.0,214,7,Potential
14214.0,444,12,Loyal Customers
14215.0,544,13,Champions
14216.0,544,13,Champions
14217.0,544,13,Champions
14218.0,311,5,At Risk
14219.0,511,7,Potential
14220.0,123,6,Potential
14221.0,355,13,Champions
14222.0,233,8,Potential
14223.0,244,10,Loyal Customers
14224.0,244,10,Loyal Customers
14226.0,445,13,Champions
14227.0,455,14,Champions
14229.0,334,10,Loyal Customers
14231.0,133,7,Potential
14232.0,344,11,Loyal Customers
14233.0,334,10,Loyal Customers
14234.0,453,12,Loyal Customers
14235.0,245,11,Loyal Customers
14236.0,223,7,Potential
14237.0,111,3,At Risk
14238.0,111,3,At Risk
14239.0,345,12,Loyal Customers
14240.0,433,10,Loyal Customers
14241.0,111,3,At Risk
14242.0,122,5,At Risk
14243.0,555,15,Champions
14245.0,144,9,Potential
14246.0,244,10,Loyal Customers
14247.0,121,4,At Risk
14248.0,112,4,At Risk
14250.0,544,13,Champions
14251.0,545,14,Champions
14256.0,134,8,Potential
14257.0,345,12,Loyal Customers
14258.0,545,14,Champions
14259.0,211,4,At Risk
14261.0,334,10,Loyal Customers
14262.0,555,15,Champions
14264.0,222,6,Potential
14265.0,233,8,Potential
14267.0,234,9,Potential
14270.0,123,6,Potential
14271.0,111,3,At Risk
14272.0,232,7,Potential
14273.0,323,8,Potential
14276.0,244,10,Loyal Customers
14277.0,455,14,Champions
14280.0,111,3,At Risk
14282.0,555,15,Champions
14284.0,433,10,Loyal Customers
14285.0,424,10,Loyal Customers
14286.0,455,14,Champions
14287.0,511,7,Potential
14288.0,122,5,At Risk
14289.0,533,11,Loyal Customers
14290.0,545,14,Champions
14291.0,555,15,Champions
14292.0,545,14,Champions
14293.0,544,13,Champions
14295.0,311,5,At Risk
14297.0,444,12,Loyal Customers
14298.0,555,15,Champions
14299.0,555,15,Champions
14300.0,411,6,Potential
14301.0,213,6,Potential
14304.0,122,5,At Risk
14305.0,344,11,Loyal Customers
14306.0,335,11,Loyal Customers
14307.0,255,12,Loyal Customers
14309.0,545,14,Champions
14311.0,122,5,At Risk
14312.0,344,11,Loyal Customers
14314.0,211,4,At Risk
14315.0,345,12,Loyal Customers
14317.0,323,8,Potential
14320.0,132,6,Potential
14321.0,554,14,Champions
14323.0,233,8,Potential
14326.0,111,3,At Risk
14327.0,212,5,At Risk
14329.0,455,14,Champions
14331.0,222,6,Potential
14332.0,423,9,Potential
14333.0,322,7,Potential
14334.0,455,14,Champions
14335.0,442,10,Loyal Customers
14336.0,444,12,Loyal Customers
14338.0,233,8,Potential
14339.0,122,5,At Risk
14340.0,111,3,At Risk
14341.0,355,13,Champions
14342.0,423,9,Potential
14344.0,243,9,Potential
14345.0,311,5,At Risk
14346.0,244,10,Loyal Customers
14348.0,122,5,At Risk
14349.0,531,9,Potential
14350.0,122,5,At Risk
14351.0,211,4,At Risk
14352.0,234,9,Potential
14353.0,111,3,At Risk
14354.0,511,7,Potential
14355.0,111,3,At Risk
14356.0,233,8,Potential
14357.0,331,7,Potential
14359.0,433,10,Loyal Customers
14360.0,445,13,Champions
14362.0,431,8,Potential
14364.0,245,11,Loyal Customers
14367.0,555,15,Champions
14368.0,111,3,At Risk
14371.0,111,3,At Risk
14373.0,111,3,At Risk
14375.0,142,7,Potential
14377.0,113,5,At Risk
14379.0,332,8,Potential
14381.0,331,7,Potential
14382.0,453,12,Loyal Customers
14383.0,344,11,Loyal Customers
14385.0,521,8,Potential
14386.0,111,3,At Risk
14387.0,454,13,Champions
14388.0,555,15,Champions
14389.0,334,10,Loyal Customers
14390.0,555,15,Champions
14393.0,111,3,At Risk
14395.0,555,15,Champions
14396.0,342,9,Potential
14397.0,545,14,Champions
14400.0,223,7,Potential
14401.0,555,15,Champions
14403.0,224,8,Potential
14404.0,344,11,Loyal Customers
14406.0,211,4,At Risk
14407.0,245,11,Loyal Customers
14408.0,545,14,Champions
14409.0,335,11,Loyal Customers
14410.0,254,11,Loyal Customers
14411.0,124,7,Potential
14412.0,333,9,Potential
14413.0,121,4,At Risk
14414.0,244,10,Loyal Customers
14415.0,555,15,Champions
14416.0,423,9,Potential
14418.0,554,14,Champions
14419.0,554,14,Champions
14420.0,222,6,Potential
14421.0,323,8,Potential
14422.0,555,15,Champions
14423.0,112,4,At Risk
14424.0,412,7,Potential
14426.0,455,14,Champions
14427.0,322,7,Potential
14428.0,554,14,Champions
14431.0,122,5,At Risk
14432.0,555,15,Champions
14434.0,414,9,Potential
14436.0,211,4,At Risk
14437.0,111,3,At Risk
14438.0,111,3,At Risk
14439.0,135,9,Potential
14440.0,535,13,Champions
14441.0,534,12,Loyal Customers
14442.0,144,9,Potential
14443.0,344,11,Loyal Customers
14446.0,554,14,Champions
14447.0,444,12,Loyal Customers
14448.0,522,9,Potential
14449.0,453,12,Loyal Customers
14450.0,132,6,Potential
14451.0,343,10,Loyal Customers
14452.0,542,11,Loyal Customers
14453.0,121,4,At Risk
14456.0,555,15,Champions
14457.0,111,3,At Risk
14459.0,234,9,Potential
14460.0,222,6,Potential
14461.0,255,12,Loyal Customers
14462.0,354,12,Loyal Customers
14463.0,213,6,Potential
14465.0,154,10,Loyal Customers
14466.0,445,13,Champions
14467.0,443,11,Loyal Customers
14470.0,532,10,Loyal Customers
14472.0,254,11,Loyal Customers
14473.0,211,4,At Risk
14474.0,323,8,Potential
14475.0,333,9,Potential
14476.0,121,4,At Risk
14477.0,414,9,Potential
14479.0,122,5,At Risk
14480.0,512,8,Potential
14481.0,233,8,Potential
14482.0,455,14,Champions
14483.0,111,3,At Risk
14484.0,322,7,Potential
14485.0,331,7,Potential
14487.0,454,13,Champions
14488.0,334,10,Loyal Customers
14489.0,132,6,Potential
14491.0,222,6,Potential
14493.0,545,14,Champions
14494.0,411,6,Potential
14495.0,311,5,At Risk
14496.0,123,6,Potential
14497.0,122,5,At Risk
14498.0,354,12,Loyal Customers
14499.0,453,12,Loyal Customers
14500.0,212,5,At Risk
14501.0,112,4,At Risk
14502.0,455,14,Champions
14503.0,555,15,Champions
14504.0,343,10,Loyal Customers
14505.0,455,14,Champions
14506.0,454,13,Champions
14507.0,444,12,Loyal Customers
14508.0,432,9,Potential
14511.0,544,13,Champions
14512.0,122,5,At Risk
14513.0,212,5,At Risk
14514.0,344,11,Loyal Customers
14515.0,445,13,Champions
14517.0,422,8,Potential
14518.0,321,6,Potential
14520.0,512,8,Potential
14522.0,424,10,Loyal Customers
14523.0,211,4,At Risk
14524.0,454,13,Champions
14525.0,455,14,Champions
14527.0,555,15,Champions
14528.0,322,7,Potential
14529.0,353,11,Loyal Customers
14530.0,455,14,Champions
14532.0,143,8,Potential
14533.0,444,12,Loyal Customers
14534.0,555,15,Champions
14535.0,355,13,Champions
14536.0,121,4,At Risk
14537.0,312,6,Potential
14538.0,322,7,Potential
14539.0,433,10,Loyal Customers
14540.0,544,13,Champions
14541.0,344,11,Loyal Customers
14542.0,111,3,At Risk
14543.0,445,13,Champions
14544.0,444,12,Loyal Customers
14546.0,555,15,Champions
14547.0,555,15,Champions
14548.0,213,6,Potential
14549.0,132,6,Potential
14550.0,533,11,Loyal Customers
14551.0,411,6,Potential
14552.0,231,6,Potential
14553.0,443,11,Loyal Customers
14554.0,555,15,Champions
14555.0,322,7,Potential
14557.0,223,7,Potential
14560.0,545,14,Champions
14561.0,244,10,Loyal Customers
14562.0,555,15,Champions
14565.0,255,12,Loyal Customers
14566.0,214,7,Potential
14567.0,334,10,Loyal Customers
14569.0,511,7,Potential
14570.0,121,4,At Risk
14572.0,555,15,Champions
14573.0,154,10,Loyal Customers
14576.0,111,3,At Risk
14577.0,553,13,Champions
14578.0,521,8,Potential
14581.0,421,7,Potential
14582.0,311,5,At Risk
14583.0,554,14,Champions
14584.0,244,10,Loyal Customers
14585.0,321,6,Potential
14586.0,121,4,At Risk
14587.0,454,13,Champions
14589.0,111,3,At Risk
14591.0,454,13,Champions
14592.0,353,11,Loyal Customers
14593.0,453,12,Loyal Customers
14594.0,532,10,Loyal Customers
14595.0,444,12,Loyal Customers
14597.0,533,11,Loyal Customers
14598.0,331,7,Potential
14600.0,122,5,At Risk
14601.0,511,7,Potential
14603.0,113,5,At Risk
14606.0,555,15,Champions
14607.0,445,13,Champions
14608.0,524,11,Loyal Customers
14609.0,313,7,Potential
14616.0,112,4,At Risk
14618.0,523,10,Loyal Customers
14619.0,122,5,At Risk
14620.0,122,5,At Risk
14621.0,544,13,Champions
14622.0,122,5,At Risk
14623.0,453,12,Loyal Customers
14624.0,311,5,At Risk
14625.0,133,7,Potential
14626.0,455,14,Champions
14628.0,223,7,Potential
14629.0,554,14,Champions
14631.0,334,10,Loyal Customers
14632.0,111,3,At Risk
14633.0,122,5,At Risk
14636.0,323,8,Potential
14638.0,322,7,Potential
14639.0,355,13,Champions
14640.0,445,13,Champions
14641.0,411,6,Potential
14642.0,311,5,At Risk
14643.0,233,8,Potential
14644.0,323,8,Potential
14645.0,233,8,Potential
14646.0,555,15,Champions
14647.0,131,5,At Risk
14649.0,554,14,Champions
14651.0,343,10,Loyal Customers
14652.0,221,5,At Risk
14653.0,554,14,Champions
14655.0,534,12,Loyal Customers
14656.0,242,8,Potential
14657.0,453,12,Loyal Customers
14658.0,521,8,Potential
14659.0,555,15,Champions
14660.0,232,7,Potential
14661.0,411,6,Potential
14662.0,453,12,Loyal Customers
14664.0,443,11,Loyal Customers
14665.0,344,11,Loyal Customers
14666.0,421,7,Potential
14667.0,555,15,Champions
14669.0,154,10,Loyal Customers
14670.0,152,8,Potential
14672.0,143,8,Potential
14673.0,544,13,Champions
14675.0,443,11,Loyal Customers
14676.0,435,12,Loyal Customers
14680.0,455,14,Champions
14681.0,313,7,Potential
14682.0,111,3,At Risk
14684.0,454,13,Champions
14687.0,223,7,Potential
14688.0,555,15,Champions
14689.0,111,3,At Risk
14690.0,332,8,Potential
14691.0,445,13,Champions
14692.0,243,9,Potential
14693.0,111,3,At Risk
14696.0,555,15,Champions
14697.0,121,4,At Risk
14698.0,554,14,Champions
14699.0,111,3,At Risk
14700.0,445,13,Champions
14701.0,555,15,Champions
14702.0,555,15,Champions
14703.0,422,8,Potential
14704.0,554,14,Champions
14705.0,111,3,At Risk
14708.0,524,11,Loyal Customers
14709.0,455,14,Champions
14710.0,453,12,Loyal Customers
14711.0,555,15,Champions
14712.0,423,9,Potential
14713.0,555,15,Champions
14714.0,411,6,Potential
14715.0,443,11,Loyal Customers
14716.0,332,8,Potential
14719.0,554,14,Champions
14720.0,533,11,Loyal Customers
14722.0,221,5,At Risk
14723.0,554,14,Champions
14725.0,433,10,Loyal Customers
14727.0,112,4,At Risk
14729.0,142,7,Potential
14730.0,554,14,Champions
14731.0,332,8,Potential
14732.0,555,15,Champions
14733.0,455,14,Champions
14735.0,555,15,Champions
14737.0,524,11,Loyal Customers
14738.0,334,10,Loyal Customers
14739.0,545,14,Champions
14740.0,144,9,Potential
14741.0,544,13,Champions
14744.0,424,10,Loyal Customers
14745.0,244,10,Loyal Customers
14747.0,122,5,At Risk
14748.0,444,12,Loyal Customers
14752.0,312,6,Potential
14753.0,233,8,Potential
14754.0,333,9,Potential
14755.0,555,15,Champions
14756.0,433,10,Loyal Customers
14757.0,222,6,Potential
14758.0,244,10,Loyal Customers
14759.0,544,13,Champions
14760.0,111,3,At Risk
14761.0,312,6,Potential
14762.0,122,5,At Risk
14764.0,312,6,Potential
14765.0,432,9,Potential
14766.0,555,15,Champions
14768.0,411,6,Potential
14769.0,555,15,Champions
14770.0,133,7,Potential
14772.0,211,4,At Risk
14775.0,344,11,Loyal Customers
14776.0,345,12,Loyal Customers
14778.0,233,8,Potential
14779.0,132,6,Potential
14780.0,322,7,Potential
14782.0,111,3,At Risk
14784.0,422,8,Potential
14785.0,511,7,Potential
14788.0,533,11,Loyal Customers
14789.0,411,6,Potential
14790.0,433,10,Loyal Customers
14792.0,311,5,At Risk
14793.0,421,7,Potential
14794.0,544,13,Champions
14795.0,211,4,At Risk
14796.0,555,15,Champions
14798.0,311,5,At Risk
14799.0,311,5,At Risk
14800.0,355,13,Champions
14801.0,341,8,Potential
14803.0,233,8,Potential
14804.0,512,8,Potential
14805.0,433,10,Loyal Customers
14806.0,211,4,At Risk
14808.0,355,13,Champions
14810.0,355,13,Champions
14813.0,131,5,At Risk
14815.0,333,9,Potential
14816.0,112,4,At Risk
14817.0,144,9,Potential
14818.0,233,8,Potential
14819.0,312,6,Potential
14820.0,423,9,Potential
14821.0,111,3,At Risk
14823.0,142,7,Potential
14824.0,524,11,Loyal Customers
14825.0,545,14,Champions
14828.0,125,8,Potential
14829.0,433,10,Loyal Customers
14830.0,331,7,Potential
14834.0,444,12,Loyal Customers
14836.0,511,7,Potential
14837.0,244,10,Loyal Customers
14840.0,111,3,At Risk
14841.0,355,13,Champions
14842.0,355,13,Champions
14844.0,355,13,Champions
14847.0,212,5,At Risk
14849.0,455,14,Champions
14850.0,122,5,At Risk
14851.0,423,9,Potential
14852.0,355,13,Champions
14853.0,412,7,Potential
14854.0,255,12,Loyal Customers
14855.0,223,7,Potential
14856.0,344,11,Loyal Customers
14857.0,344,11,Loyal Customers
14859.0,534,12,Loyal Customers
14860.0,411,6,Potential
14861.0,311,5,At Risk
14862.0,433,10,Loyal Customers
14863.0,412,7,Potential
14865.0,511,7,Potential
14866.0,545,14,Champions
14867.0,133,7,Potential
14868.0,555,15,Champions
14869.0,543,12,Loyal Customers
14870.0,112,4,At Risk
14871.0,543,12,Loyal Customers
14873.0,123,6,Potential
14875.0,234,9,Potential
14878.0,554,14,Champions
14880.0,233,8,Potential
14881.0,422,8,Potential
14882.0,413,8,Potential
14883.0,433,10,Loyal Customers
14885.0,223,7,Potential
14886.0,122,5,At Risk
14887.0,214,7,Potential
14888.0,122,5,At Risk
14889.0,111,3,At Risk
14890.0,111,3,At Risk
14891.0,233,8,Potential
14893.0,544,13,Champions
14894.0,223,7,Potential
14895.0,555,15,Champions
14896.0,132,6,Potential
14897.0,534,12,Loyal Customers
14898.0,444,12,Loyal Customers
14901.0,544,13,Champions
14902.0,422,8,Potential
14903.0,455,14,Champions
14904.0,544,13,Champions
14905.0,223,7,Potential
14907.0,555,15,Champions
14908.0,212,5,At Risk
14910.0,532,10,Loyal Customers
14911.0,555,15,Champions
14912.0,423,9,Potential
14913.0,344,11,Loyal Customers
14915.0,212,5,At Risk
14916.0,344,11,Loyal Customers
14918.0,234,9,Potential
14920.0,134,8,Potential
14921.0,444,12,Loyal Customers
14923.0,333,9,Potential
14924.0,112,4,At Risk
14929.0,411,6,Potential
14930.0,255,12,Loyal Customers
14931.0,534,12,Loyal Customers
14932.0,122,5,At Risk
14934.0,244,10,Loyal Customers
14935.0,114,6,Potential
14936.0,355,13,Champions
14937.0,334,10,Loyal Customers
14944.0,455,14,Champions
14946.0,411,6,Potential
14947.0,322,7,Potential
14948.0,444,12,Loyal Customers
14950.0,422,8,Potential
14951.0,222,6,Potential
14952.0,355,13,Champions
14953.0,432,9,Potential
14954.0,542,11,Loyal Customers
14957.0,111,3,At Risk
14958.0,233,8,Potential
14959.0,343,10,Loyal Customers
14960.0,521,8,Potential
14961.0,555,15,Champions
14962.0,111,3,At Risk
14963.0,554,14,Champions
14964.0,111,3,At Risk
14965.0,243,9,Potential
14966.0,431,8,Potential
14967.0,312,6,Potential
14968.0,431,8,Potential
14970.0,334,10,Loyal Customers
14971.0,354,12,Loyal Customers
14972.0,221,5,At Risk
14973.0,234,9,Potential
14974.0,321,6,Potential
14975.0,312,6,Potential
14976.0,343,10,Loyal Customers
14978.0,354,12,Loyal Customers
14981.0,111,3,At Risk
14984.0,431,8,Potential
14985.0,142,7,Potential
14987.0,412,7,Potential
14988.0,132,6,Potential
14995.0,341,8,Potential
14997.0,323,8,Potential
14998.0,242,8,Potential
15000.0,343,10,Loyal Customers
15002.0,244,10,Loyal Customers
15004.0,254,11,Loyal Customers
15005.0,455,14,Champions
15006.0,353,11,Loyal Customers
15007.0,211,4,At Risk
15009.0,554,14,Champions
15010.0,322,7,Potential
15012.0,352,10,Loyal Customers
15014.0,332,8,Potential
15016.0,221,5,At Risk
15017.0,321,6,Potential
15018.0,333,9,Potential
15019.0,142,7,Potential
15021.0,554,14,Champions
15022.0,553,13,Champions
15023.0,555,15,Champions
15024.0,554,14,Champions
15025.0,442,10,Loyal Customers
15026.0,242,8,Potential
15027.0,434,11,Loyal Customers
15028.0,533,11,Loyal Customers
15030.0,313,7,Potential
15031.0,543,12,Loyal Customers
15032.0,135,9,Potential
15033.0,555,15,Champions
15034.0,455,14,Champions
15035.0,222,6,Potential
15036.0,352,10,Loyal Customers
15038.0,353,11,Loyal Customers
15039.0,555,15,Champions
15041.0,241,7,Potential
15042.0,111,3,At Risk
15043.0,413,8,Potential
15044.0,455,14,Champions
15045.0,213,6,Potential
15046.0,555,15,Champions
15047.0,122,5,At Risk
15048.0,342,9,Potential
15049.0,111,3,At Risk
15050.0,444,12,Loyal Customers
15051.0,454,13,Champions
15052.0,131,5,At Risk
